
[parse_sam] # Query: 0 len=1163
CUFF.782.1: no touched! length 1787
CUFF.783.1: no touched! length 2337
CUFF.784.1: no touched! length 3885
CUFF.785.1: no touched! length 4204
CUFF.786.1: no touched! length 519
CUFF.787.1: no touched! length 1664
CUFF.788.1: no touched! length 1628
CUFF.789.1: no touched! length 3046
CUFF.790.1: no touched! length 1444
CUFF.791.1: no touched! length 2151
CUFF.792.1: no touched! length 4911
CUFF.793.1: no touched! length 3124
CUFF.794.1: no touched! length 2719
CUFF.795.1: no touched! length 1374
CUFF.796.1: no touched! length 1524
CUFF.797.1: no touched! length 1990
CUFF.798.1: no touched! length 1263
CUFF.799.1: no touched! length 1860
CUFF.800.1: no touched! length 2002
CUFF.801.1: no touched! length 1055
CUFF.802.1: no touched! length 1932
CUFF.803.1: no touched! length 4143
CUFF.804.1: no touched! length 2534
CUFF.805.1: no touched! length 1845
CUFF.806.1: no touched! length 2085
CUFF.807.1: no touched! length 6381
CUFF.808.1: no touched! length 2096
CUFF.809.1: no touched! length 1747
CUFF.810.1: no touched! length 3284
CUFF.811.1: no touched! length 9776
CUFF.812.1: no touched! length 8175
CUFF.813.1: no touched! length 1272
CUFF.814.1: no touched! length 521
CUFF.815.1: no touched! length 1257
CUFF.816.1: no touched! length 1584
CUFF.817.1: no touched! length 4006
CUFF.818.1: no touched! length 4096
CUFF.819.1: no touched! length 2308
CUFF.820.1: no touched! length 3996
CUFF.821.1: no touched! length 1322
CUFF.822.1: no touched! length 1049
CUFF.823.1: no touched! length 1839
CUFF.824.1: no touched! length 4202
CUFF.825.1: no touched! length 1380
CUFF.826.1: no touched! length 1646
CUFF.827.1: no touched! length 1403
CUFF.828.1: no touched! length 1341
CUFF.829.1: no touched! length 1872
CUFF.830.1: no touched! length 1076
CUFF.831.1: no touched! length 2672
CUFF.832.1: no touched! length 6096
CUFF.833.1: no touched! length 4775
CUFF.834.1: no touched! length 618
CUFF.835.1: no touched! length 1893
CUFF.836.1: no touched! length 3382
CUFF.837.1: no touched! length 4593
CUFF.838.1: no touched! length 1408
CUFF.839.1: no touched! length 4926
CUFF.840.1: no touched! length 657
CUFF.841.1: no touched! length 8138
CUFF.842.1: no touched! length 971
CUFF.843.1: no touched! length 4154
CUFF.844.1: no touched! length 1175
CUFF.845.1: no touched! length 2246
CUFF.846.1: no touched! length 840
CUFF.847.1: no touched! length 1263
CUFF.848.1: no touched! length 653
CUFF.849.1: no touched! length 2054
CUFF.850.1: no touched! length 2899
CUFF.851.1: no touched! length 1911
CUFF.852.1: no touched! length 1790
CUFF.853.1: no touched! length 1005
CUFF.854.1: no touched! length 463
CUFF.855.1: no touched! length 857
CUFF.856.1: no touched! length 1601
CUFF.857.1: no touched! length 873
CUFF.858.1: no touched! length 2060
CUFF.859.1: no touched! length 370
CUFF.860.1: no touched! length 2335
CUFF.861.1: no touched! length 2787
CUFF.862.1: no touched! length 1585
CUFF.863.1: no touched! length 8702
CUFF.864.1: no touched! length 1601
CUFF.865.1: no touched! length 1421
CUFF.866.1: no touched! length 1468
CUFF.867.1: no touched! length 1752
CUFF.868.1: no touched! length 4220
CUFF.869.1: no touched! length 1408
CUFF.870.1: no touched! length 1730
CUFF.871.1: no touched! length 2967
CUFF.872.1: no touched! length 4875
CUFF.873.1: no touched! length 1722
CUFF.874.1: no touched! length 1179
CUFF.875.1: no touched! length 1244
CUFF.876.1: no touched! length 1126
CUFF.877.1: no touched! length 669
CUFF.878.1: no touched! length 4294
CUFF.879.1: no touched! length 1230
CUFF.880.1: no touched! length 1983
CUFF.881.1: no touched! length 6813
CUFF.882.1: no touched! length 9800
CUFF.883.1: no touched! length 800
CUFF.884.1: no touched! length 5817
CUFF.885.1: no touched! length 1819
CUFF.886.1: no touched! length 2039
CUFF.887.1: no touched! length 525
CUFF.888.1: no touched! length 672
CUFF.889.1: no touched! length 6313
CUFF.890.1: no touched! length 1570
CUFF.891.1: no touched! length 1947
CUFF.892.1: no touched! length 2000
CUFF.893.1: no touched! length 1930
CUFF.894.1: no touched! length 3762
CUFF.895.1: no touched! length 1603
CUFF.896.1: no touched! length 2209
CUFF.897.1: no touched! length 763
CUFF.898.1: no touched! length 784
CUFF.899.1: no touched! length 5442
CUFF.900.1: no touched! length 2299
CUFF.901.1: no touched! length 5550
CUFF.902.1: no touched! length 4676
CUFF.903.1: no touched! length 5517
CUFF.904.1: no touched! length 1472
CUFF.905.1: no touched! length 3758
CUFF.906.1: no touched! length 1954
CUFF.907.1: no touched! length 1380
CUFF.908.1: no touched! length 200
CUFF.909.1: no touched! length 4867
CUFF.910.1: no touched! length 4916
CUFF.911.1: no touched! length 3212
CUFF.912.1: no touched! length 1287
CUFF.913.1: no touched! length 1310
CUFF.914.1: no touched! length 5045
CUFF.915.1: no touched! length 1281
CUFF.916.1: no touched! length 3404
CUFF.917.1: no touched! length 2292
CUFF.918.1: no touched! length 1511
CUFF.919.1: no touched! length 3923
CUFF.920.1: no touched! length 6588
CUFF.921.1: no touched! length 9147
CUFF.922.1: no touched! length 972
CUFF.923.1: no touched! length 6274
CUFF.924.1: no touched! length 1494
CUFF.925.1: no touched! length 1790
CUFF.926.1: no touched! length 1555
CUFF.927.1: no touched! length 10174
CUFF.928.1: no touched! length 8107
CUFF.929.1: no touched! length 2575
CUFF.930.1: no touched! length 3695
CUFF.931.1: no touched! length 1729
CUFF.932.1: no touched! length 3938
CUFF.933.1: no touched! length 1539
CUFF.934.1: no touched! length 4571
CUFF.935.1: no touched! length 4092
CUFF.936.1: no touched! length 2000
CUFF.937.1: no touched! length 1165
CUFF.938.1: no touched! length 4223
CUFF.939.1: no touched! length 1083
CUFF.940.1: no touched! length 1013
CUFF.941.1: no touched! length 521
CUFF.942.1: no touched! length 3406
CUFF.943.1: no touched! length 1556
CUFF.944.1: no touched! length 2873
CUFF.945.1: no touched! length 5539
CUFF.946.1: no touched! length 1513
CUFF.947.1: no touched! length 678
CUFF.948.1: no touched! length 3558
CUFF.949.1: no touched! length 3390
CUFF.950.1: no touched! length 1628
CUFF.951.1: no touched! length 526
CUFF.952.1: no touched! length 1159
CUFF.953.1: no touched! length 8915
CUFF.954.1: no touched! length 4471
CUFF.955.1: no touched! length 3317
CUFF.956.1: no touched! length 658
CUFF.957.1: no touched! length 2004
CUFF.958.1: no touched! length 3482
CUFF.959.1: no touched! length 2595
CUFF.960.1: no touched! length 6103
CUFF.961.1: no touched! length 2919
CUFF.962.1: no touched! length 2569
CUFF.963.1: no touched! length 2723
CUFF.964.1: no touched! length 2775
CUFF.965.1: no touched! length 4123
CUFF.966.1: no touched! length 3274
CUFF.967.1: no touched! length 3410
CUFF.968.1: no touched! length 1066
CUFF.969.1: no touched! length 1286
CUFF.970.1: no touched! length 575
CUFF.971.1: no touched! length 667
CUFF.972.1: no touched! length 9438
CUFF.973.1: no touched! length 1793
CUFF.974.1: no touched! length 1400
CUFF.975.1: no touched! length 1267
CUFF.976.1: no touched! length 744
CUFF.977.1: no touched! length 1411
CUFF.978.1: no touched! length 2148
CUFF.979.1: no touched! length 557
CUFF.980.1: no touched! length 3494
CUFF.981.1: no touched! length 4218
CUFF.982.1: no touched! length 1315
CUFF.983.1: no touched! length 1546
CUFF.984.1: no touched! length 1630
CUFF.985.1: no touched! length 3298
CUFF.986.1: no touched! length 4018
CUFF.987.1: no touched! length 2050
CUFF.988.1: no touched! length 3793
CUFF.989.1: no touched! length 6125
CUFF.990.1: no touched! length 1667
CUFF.991.1: no touched! length 458
CUFF.992.1: no touched! length 11933
CUFF.993.1: no touched! length 1907
CUFF.994.1: no touched! length 2026
CUFF.995.1: no touched! length 1019
CUFF.996.1: no touched! length 595
CUFF.997.1: no touched! length 867
CUFF.998.1: no touched! length 1367
CUFF.999.1: no touched! length 2673
CUFF.1000.1: no touched! length 969
CUFF.1001.1: no touched! length 1628
CUFF.1002.1: no touched! length 1830
CUFF.1003.1: no touched! length 1859
CUFF.1004.1: no touched! length 1790
CUFF.1005.1: no touched! length 2563
CUFF.1006.1: no touched! length 5473
CUFF.1007.1: no touched! length 5599
CUFF.1008.1: no touched! length 934
CUFF.1009.1: no touched! length 1805
CUFF.1010.1: no touched! length 979
CUFF.1011.1: no touched! length 847
CUFF.1012.1: no touched! length 1263
CUFF.1013.1: no touched! length 2590
CUFF.1014.1: no touched! length 3907
CUFF.1015.1: no touched! length 1860
CUFF.1016.1: no touched! length 889
CUFF.1017.1: no touched! length 3765
CUFF.1018.1: no touched! length 6435
CUFF.1019.1: no touched! length 3664
CUFF.1020.1: no touched! length 845
CUFF.1021.1: no touched! length 2621
CUFF.1022.1: no touched! length 438
CUFF.1023.1: no touched! length 2138
CUFF.1024.1: no touched! length 6428
CUFF.1025.1: no touched! length 1165
CUFF.1026.1: no touched! length 3786
CUFF.1027.1: no touched! length 608
CUFF.1028.1: no touched! length 2336
CUFF.1029.1: no touched! length 5567
CUFF.1030.1: no touched! length 993
CUFF.1031.1: no touched! length 2301
CUFF.1032.1: no touched! length 4595
CUFF.1033.1: no touched! length 1113
CUFF.1034.1: no touched! length 3701
CUFF.1035.1: no touched! length 3843
CUFF.1036.1: no touched! length 2000
CUFF.1037.1: no touched! length 4286
CUFF.1038.1: no touched! length 6008
CUFF.1039.1: no touched! length 5224
CUFF.1040.1: no touched! length 6889
CUFF.1041.1: no touched! length 2341
CUFF.1042.1: no touched! length 2657
CUFF.1043.1: no touched! length 2003
CUFF.1044.1: no touched! length 814
CUFF.1045.1: no touched! length 2829
CUFF.1046.1: no touched! length 6058
CUFF.1047.1: no touched! length 757
CUFF.1048.1: no touched! length 2154
CUFF.1049.1: no touched! length 2726
CUFF.1050.1: no touched! length 2627
CUFF.1051.1: no touched! length 652
CUFF.1052.1: no touched! length 5263
CUFF.1053.1: no touched! length 1256
CUFF.1054.1: no touched! length 781
CUFF.1055.1: no touched! length 912
CUFF.1056.1: no touched! length 8947
CUFF.1057.1: no touched! length 4661
CUFF.1058.1: no touched! length 3001
CUFF.1059.1: no touched! length 1552
CUFF.1060.1: no touched! length 1245
CUFF.1061.1: no touched! length 2960
CUFF.1062.1: no touched! length 993
CUFF.1063.1: no touched! length 900
CUFF.1064.1: no touched! length 714
CUFF.1065.1: no touched! length 3366
CUFF.1066.1: no touched! length 2720
CUFF.1067.1: no touched! length 2283
CUFF.1068.1: no touched! length 3286
CUFF.1069.1: no touched! length 2367
CUFF.1070.1: no touched! length 384
CUFF.1071.1: no touched! length 3475
CUFF.1072.1: no touched! length 1106
CUFF.1073.1: no touched! length 580
CUFF.1074.1: no touched! length 1194
CUFF.1075.1: no touched! length 613
CUFF.1076.1: no touched! length 390
CUFF.1077.1: no touched! length 954
CUFF.1078.1: no touched! length 1436
CUFF.1079.1: no touched! length 851
CUFF.1080.1: no touched! length 4621
CUFF.1081.1: no touched! length 3659
CUFF.1082.1: no touched! length 632
CUFF.1083.1: no touched! length 5766
CUFF.1084.1: no touched! length 1221
CUFF.1085.1: no touched! length 3152
CUFF.1086.1: no touched! length 483
CUFF.1087.1: no touched! length 3860
CUFF.1088.1: no touched! length 2440
CUFF.1089.1: no touched! length 2177
CUFF.1090.1: no touched! length 364
CUFF.1091.1: no touched! length 3006
CUFF.1092.1: no touched! length 960
CUFF.1093.1: no touched! length 2746
CUFF.1094.1: no touched! length 4085
CUFF.1095.1: no touched! length 6087
CUFF.1096.1: no touched! length 2924
CUFF.1097.1: no touched! length 1999
CUFF.1098.1: no touched! length 3749
CUFF.1099.1: no touched! length 3073
CUFF.1100.1: no touched! length 2472
CUFF.1101.1: no touched! length 557
CUFF.1102.1: no touched! length 4744
CUFF.1103.1: no touched! length 1223
CUFF.1104.1: no touched! length 1232
CUFF.1105.1: no touched! length 1060
CUFF.1106.1: no touched! length 1695
CUFF.1107.1: no touched! length 2678
CUFF.1108.1: no touched! length 4561
CUFF.1109.1: no touched! length 1021
CUFF.1110.1: no touched! length 2146
CUFF.1111.1: no touched! length 2108
CUFF.1112.1: no touched! length 3041
CUFF.1113.1: no touched! length 743
CUFF.1114.1: no touched! length 1485
CUFF.1115.1: no touched! length 1746
CUFF.1116.1: no touched! length 1578
CUFF.1117.1: no touched! length 1186
CUFF.1118.1: no touched! length 2137
CUFF.1119.1: no touched! length 2161
CUFF.1120.1: no touched! length 2940
CUFF.1121.1: no touched! length 2192
CUFF.1122.1: no touched! length 2810
CUFF.1123.1: no touched! length 4242
CUFF.1124.1: no touched! length 1628
CUFF.1125.1: no touched! length 6573
CUFF.1126.1: no touched! length 604
CUFF.1127.1: no touched! length 1491
CUFF.1128.1: no touched! length 5708
CUFF.1129.1: no touched! length 1318
CUFF.1130.1: no touched! length 3042
CUFF.1131.1: no touched! length 904
CUFF.1132.1: no touched! length 6537
CUFF.1133.1: no touched! length 5797
CUFF.1134.1: no touched! length 393
CUFF.1135.1: no touched! length 903
CUFF.1136.1: no touched! length 2103
CUFF.1137.1: no touched! length 1481
CUFF.1138.1: no touched! length 5741
CUFF.1139.1: no touched! length 6231
CUFF.1140.1: no touched! length 11603
CUFF.1141.1: no touched! length 3669
CUFF.1142.1: no touched! length 4733
CUFF.1143.1: no touched! length 1200
CUFF.1144.1: no touched! length 1455
CUFF.1145.1: no touched! length 1024
CUFF.1146.1: no touched! length 2670
CUFF.1147.1: no touched! length 2194
CUFF.1148.1: no touched! length 2737
CUFF.1149.1: no touched! length 4677
CUFF.1150.1: no touched! length 1418
CUFF.1151.1: no touched! length 1607
CUFF.1152.1: no touched! length 3024
CUFF.1153.1: no touched! length 794
CUFF.1154.1: no touched! length 4149
CUFF.1155.1: no touched! length 3717
CUFF.1156.1: no touched! length 1379
CUFF.1157.1: no touched! length 3975
CUFF.1158.1: no touched! length 2019
CUFF.1159.1: no touched! length 2842
CUFF.1160.1: no touched! length 898
CUFF.1161.1: no touched! length 4831
CUFF.1162.1: no touched! length 3568
CUFF.1163.1: no touched! length 2049
CUFF.1164.1: no touched! length 6890
CUFF.1165.1: no touched! length 7568
CUFF.1166.1: no touched! length 2581
CUFF.1167.1: no touched! length 1536
CUFF.1168.1: no touched! length 1877
CUFF.1169.1: no touched! length 5181
CUFF.1170.1: no touched! length 397
CUFF.1171.1: no touched! length 3401
CUFF.1172.1: no touched! length 649
CUFF.1173.1: no touched! length 4908
CUFF.1174.1: no touched! length 533
CUFF.1175.1: no touched! length 731
CUFF.1176.1: no touched! length 640
CUFF.1177.1: no touched! length 705
CUFF.1178.1: no touched! length 1701
CUFF.1179.1: no touched! length 5877
CUFF.1180.1: no touched! length 770
CUFF.1181.1: no touched! length 3874
CUFF.1182.1: no touched! length 1930
CUFF.1183.1: no touched! length 1432
CUFF.1184.1: no touched! length 2681
CUFF.1185.1: no touched! length 785
CUFF.1186.1: no touched! length 1996
CUFF.1187.1: no touched! length 3052
CUFF.1188.1: no touched! length 4605
CUFF.1189.1: no touched! length 3206
CUFF.1190.1: no touched! length 642
CUFF.1191.1: no touched! length 2235
CUFF.1192.1: no touched! length 1541
CUFF.1193.1: no touched! length 2132
CUFF.1194.1: no touched! length 716
CUFF.1195.1: no touched! length 4377
CUFF.1196.1: no touched! length 971
CUFF.1197.1: no touched! length 629
CUFF.1198.1: no touched! length 1230
CUFF.1199.1: no touched! length 488
CUFF.1200.1: no touched! length 2925
CUFF.1201.1: no touched! length 3268
CUFF.1202.1: no touched! length 1519
CUFF.1203.1: no touched! length 2598
CUFF.1204.1: no touched! length 5281
CUFF.1205.1: no touched! length 1989
CUFF.1206.1: no touched! length 4870
CUFF.1207.1: no touched! length 4516
CUFF.1208.1: no touched! length 971
CUFF.1209.1: no touched! length 3395
CUFF.1210.1: no touched! length 2868
CUFF.1211.1: no touched! length 4422
CUFF.1212.1: no touched! length 1253
CUFF.1213.1: no touched! length 2711
CUFF.1214.1: no touched! length 3822
CUFF.1215.1: no touched! length 932
CUFF.1216.1: no touched! length 1141
CUFF.1217.1: no touched! length 6986
CUFF.1218.1: no touched! length 1421
CUFF.1219.1: no touched! length 925
CUFF.1220.1: no touched! length 1067
CUFF.1221.1: no touched! length 3251
CUFF.1222.1: no touched! length 1827
CUFF.1223.1: no touched! length 2362
CUFF.1224.1: no touched! length 2647
CUFF.1225.1: no touched! length 377
CUFF.1226.1: no touched! length 3669
CUFF.1227.1: no touched! length 1213
CUFF.1228.1: no touched! length 4150
CUFF.1229.1: no touched! length 7182
CUFF.1230.1: no touched! length 2621
CUFF.1231.1: no touched! length 1258
CUFF.1232.1: no touched! length 3014
CUFF.1233.1: no touched! length 1915
CUFF.1234.1: no touched! length 3342
CUFF.1235.1: no touched! length 352
CUFF.1236.1: no touched! length 2419
CUFF.1237.1: no touched! length 2805
CUFF.1238.1: no touched! length 1584
CUFF.1239.1: no touched! length 4424
CUFF.1240.1: no touched! length 15205
CUFF.1241.1: no touched! length 10806
CUFF.1242.1: no touched! length 3072
CUFF.1243.1: no touched! length 1766
CUFF.1244.1: no touched! length 2874
CUFF.1245.1: no touched! length 1397
CUFF.1246.1: no touched! length 2069
CUFF.1247.1: no touched! length 667
CUFF.1248.1: no touched! length 1367
CUFF.1249.1: no touched! length 4279
CUFF.1250.1: no touched! length 1888
CUFF.1251.1: no touched! length 5409
CUFF.1252.1: no touched! length 1117
CUFF.1253.1: no touched! length 4017
CUFF.1254.1: no touched! length 2618
CUFF.1255.1: no touched! length 4174
CUFF.1256.1: no touched! length 2907
CUFF.1257.1: no touched! length 927
CUFF.1258.1: no touched! length 3062
CUFF.1259.1: no touched! length 1892
CUFF.1260.1: no touched! length 1380
CUFF.1261.1: no touched! length 3651
CUFF.1262.1: no touched! length 2632
CUFF.1263.1: no touched! length 2473
CUFF.1264.1: no touched! length 5561
CUFF.1265.1: no touched! length 5219
CUFF.1266.1: no touched! length 413
CUFF.1267.1: no touched! length 1002
CUFF.1268.1: no touched! length 2919
CUFF.1269.1: no touched! length 1646
CUFF.1270.1: no touched! length 463
CUFF.1271.1: no touched! length 3224
CUFF.1272.1: no touched! length 1545
CUFF.1273.1: no touched! length 2429
CUFF.1274.1: no touched! length 5330
CUFF.1275.1: no touched! length 1597
CUFF.1276.1: no touched! length 4177
CUFF.1277.1: no touched! length 801
CUFF.1278.1: no touched! length 2271
CUFF.1279.1: no touched! length 2796
CUFF.1280.1: no touched! length 7826
CUFF.1281.1: no touched! length 1552
CUFF.1282.1: no touched! length 2338
CUFF.1283.1: no touched! length 1983
CUFF.1284.1: no touched! length 1044
CUFF.1285.1: no touched! length 5922
CUFF.1286.1: no touched! length 5236
CUFF.1287.1: no touched! length 913
CUFF.1288.1: no touched! length 1105
CUFF.1289.1: no touched! length 2762
CUFF.1290.1: no touched! length 1458
CUFF.1291.1: no touched! length 3140
CUFF.1292.1: no touched! length 1577
CUFF.1293.1: no touched! length 5312
CUFF.1294.1: no touched! length 2696
CUFF.1295.1: no touched! length 3001
CUFF.1296.1: no touched! length 3139
CUFF.1297.1: no touched! length 4612
CUFF.1298.1: no touched! length 1865
CUFF.1299.1: no touched! length 3092
CUFF.1300.1: no touched! length 2615
CUFF.1301.1: no touched! length 7448
CUFF.1302.1: no touched! length 1176
CUFF.1303.1: no touched! length 338
CUFF.1304.1: no touched! length 3229
CUFF.1305.1: no touched! length 4378
CUFF.1306.1: no touched! length 2181
CUFF.1307.1: no touched! length 3603
CUFF.1308.1: no touched! length 1414
CUFF.1309.1: no touched! length 2789
CUFF.1310.1: no touched! length 1579
CUFF.1311.1: no touched! length 1976
CUFF.1312.1: no touched! length 12007
CUFF.1313.1: no touched! length 1379
CUFF.1314.1: no touched! length 1887
CUFF.1315.1: no touched! length 2869
CUFF.1316.1: no touched! length 2003
CUFF.1317.1: no touched! length 1055
CUFF.1318.1: no touched! length 2877
CUFF.1319.1: no touched! length 767
CUFF.1320.1: no touched! length 730
CUFF.1321.1: no touched! length 1557
CUFF.1322.1: no touched! length 3073
CUFF.1323.1: no touched! length 1659
CUFF.1324.1: no touched! length 871
CUFF.1325.1: no touched! length 890
CUFF.1326.1: no touched! length 4835
CUFF.1327.1: no touched! length 1411
CUFF.1328.1: no touched! length 701
CUFF.1329.1: no touched! length 3600
CUFF.1330.1: no touched! length 1120
CUFF.1331.1: no touched! length 562
CUFF.1332.1: no touched! length 2674
CUFF.1333.1: no touched! length 1373
CUFF.1334.1: no touched! length 1039
CUFF.1335.1: no touched! length 1127
CUFF.1336.1: no touched! length 231
CUFF.1337.1: no touched! length 2457
CUFF.1338.1: no touched! length 5641
CUFF.1339.1: no touched! length 915
CUFF.1340.1: no touched! length 2443
CUFF.1341.1: no touched! length 2065
CUFF.1342.1: no touched! length 1270
CUFF.1343.1: no touched! length 7766
CUFF.1344.1: no touched! length 4962
CUFF.1345.1: no touched! length 4041
CUFF.1346.1: no touched! length 1324
CUFF.1347.1: no touched! length 4325
CUFF.1348.1: no touched! length 2160
CUFF.1349.1: no touched! length 1501
CUFF.1350.1: no touched! length 2747
CUFF.1351.1: no touched! length 1281
CUFF.1352.1: no touched! length 1368
CUFF.1353.1: no touched! length 2527
CUFF.1354.1: no touched! length 1573
CUFF.1355.1: no touched! length 4768
CUFF.1356.1: no touched! length 1833
CUFF.1357.1: no touched! length 4470
CUFF.1358.1: no touched! length 1137
CUFF.1359.1: no touched! length 8123
CUFF.1360.1: no touched! length 864
CUFF.1361.1: no touched! length 1008
CUFF.1362.1: no touched! length 1371
CUFF.1363.1: no touched! length 4614
CUFF.1364.1: no touched! length 665
CUFF.1365.1: no touched! length 1872
CUFF.1366.1: no touched! length 4863
CUFF.1367.1: no touched! length 5456
CUFF.1368.1: no touched! length 2517
CUFF.1369.1: no touched! length 1839
CUFF.1370.1: no touched! length 1195
CUFF.1371.1: no touched! length 3645
CUFF.1372.1: no touched! length 381
CUFF.1373.1: no touched! length 3113
CUFF.1374.1: no touched! length 1337
CUFF.1375.1: no touched! length 1285
CUFF.1376.1: no touched! length 4882
CUFF.1377.1: no touched! length 1217
CUFF.1378.1: no touched! length 2641
CUFF.1379.1: no touched! length 873
CUFF.1380.1: no touched! length 1651
CUFF.1381.1: no touched! length 1933
CUFF.1382.1: no touched! length 5054
CUFF.1383.1: no touched! length 926
CUFF.1384.1: no touched! length 1928
CUFF.1385.1: no touched! length 6073
CUFF.1386.1: no touched! length 792
CUFF.1387.1: no touched! length 2116
CUFF.1388.1: no touched! length 2342
CUFF.1389.1: no touched! length 1527
CUFF.1390.1: no touched! length 2220
CUFF.1391.1: no touched! length 2276
CUFF.1392.1: no touched! length 1337
CUFF.1393.1: no touched! length 654
CUFF.1394.1: no touched! length 1105
CUFF.1395.1: no touched! length 1928
CUFF.1396.1: no touched! length 2090
CUFF.1397.1: no touched! length 7311
CUFF.1398.1: no touched! length 10287
CUFF.1399.1: no touched! length 8037
CUFF.1400.1: no touched! length 4314
CUFF.1401.1: no touched! length 1349
CUFF.1402.1: no touched! length 3668
CUFF.1403.1: no touched! length 1441
CUFF.1404.1: no touched! length 3218
CUFF.1405.1: no touched! length 1043
CUFF.1406.1: no touched! length 4275
CUFF.1407.1: no touched! length 1548
CUFF.1408.1: no touched! length 4648
CUFF.1409.1: no touched! length 4507
CUFF.1410.1: no touched! length 1684
CUFF.1411.1: no touched! length 2038
CUFF.1412.1: no touched! length 3475
CUFF.1413.1: no touched! length 902
CUFF.1414.1: no touched! length 3952
CUFF.1415.1: no touched! length 2183
CUFF.1416.1: no touched! length 3939
CUFF.1417.1: no touched! length 5239
CUFF.1418.1: no touched! length 1033
CUFF.1419.1: no touched! length 2324
CUFF.1420.1: no touched! length 1401
CUFF.1421.1: no touched! length 1967
CUFF.1422.1: no touched! length 2637
CUFF.1423.1: no touched! length 1970
CUFF.1424.1: no touched! length 6300
CUFF.1425.1: no touched! length 4098
CUFF.1426.1: no touched! length 1734
CUFF.1427.1: no touched! length 1488
CUFF.1428.1: no touched! length 5259
CUFF.1429.1: no touched! length 1125
CUFF.1430.1: no touched! length 967
CUFF.1431.1: no touched! length 3288
CUFF.1432.1: no touched! length 3123
CUFF.1433.1: no touched! length 4465
CUFF.1434.1: no touched! length 1431
CUFF.1435.1: no touched! length 2563
CUFF.1436.1: no touched! length 5309
CUFF.1437.1: no touched! length 1814
CUFF.1438.1: no touched! length 2423
CUFF.1439.1: no touched! length 579
CUFF.1440.1: no touched! length 4926
CUFF.1441.1: no touched! length 1241
CUFF.1442.1: no touched! length 2905
CUFF.1443.1: no touched! length 586
CUFF.1444.1: no touched! length 5454
CUFF.1445.1: no touched! length 2277
CUFF.1446.1: no touched! length 6345
CUFF.1447.1: no touched! length 4373
CUFF.1448.1: no touched! length 2652
CUFF.1449.1: no touched! length 8443
CUFF.1450.1: no touched! length 2265
CUFF.1451.1: no touched! length 3821
CUFF.1452.1: no touched! length 1866
CUFF.1453.1: no touched! length 5083
CUFF.1454.1: no touched! length 1958
CUFF.1455.1: no touched! length 2538
CUFF.1456.1: no touched! length 1946
CUFF.1457.1: no touched! length 4554
CUFF.1458.1: no touched! length 3578
CUFF.1459.1: no touched! length 3712
CUFF.1460.1: no touched! length 2741
CUFF.1461.1: no touched! length 2574
CUFF.1462.1: no touched! length 1328
CUFF.1463.1: no touched! length 3350
CUFF.1464.1: no touched! length 381
CUFF.1465.1: no touched! length 3457
CUFF.1466.1: no touched! length 1257
CUFF.1467.1: no touched! length 6968
CUFF.1468.1: no touched! length 2990
CUFF.1469.1: no touched! length 2428
CUFF.1470.1: no touched! length 3986
CUFF.1471.1: no touched! length 1555
CUFF.1472.1: no touched! length 762
CUFF.1473.1: no touched! length 491
CUFF.1474.1: no touched! length 1668
CUFF.1475.1: no touched! length 1001
CUFF.1476.1: no touched! length 832
CUFF.1477.1: no touched! length 3238
CUFF.1478.1: no touched! length 4593
CUFF.1479.1: no touched! length 1930
CUFF.1480.1: no touched! length 3376
CUFF.1481.1: no touched! length 1255
CUFF.1482.1: no touched! length 2076
CUFF.1483.1: no touched! length 3052
CUFF.1484.1: no touched! length 3236
CUFF.1485.1: no touched! length 3924
CUFF.1486.1: no touched! length 1274
CUFF.1487.1: no touched! length 2155
CUFF.1488.1: no touched! length 1113
CUFF.1489.1: no touched! length 2476
CUFF.1490.1: no touched! length 4014
CUFF.1491.1: no touched! length 597
CUFF.1492.1: no touched! length 2107
CUFF.1493.1: no touched! length 6806
CUFF.1494.1: no touched! length 6358
CUFF.1495.1: no touched! length 2273
CUFF.1496.1: no touched! length 1410
CUFF.1497.1: no touched! length 974
CUFF.1498.1: no touched! length 1599
CUFF.1499.1: no touched! length 2672
CUFF.1500.1: no touched! length 2190
CUFF.1501.1: no touched! length 2916
CUFF.1502.1: no touched! length 2009
CUFF.1503.1: no touched! length 2127
CUFF.1504.1: no touched! length 1119
CUFF.1505.1: no touched! length 3162
CUFF.1506.1: no touched! length 2425
CUFF.1507.1: no touched! length 6094
CUFF.1508.1: no touched! length 2615
CUFF.1509.1: no touched! length 429
CUFF.1510.1: no touched! length 5903
CUFF.1511.1: no touched! length 7219
CUFF.1512.1: no touched! length 263
CUFF.1513.1: no touched! length 2746
CUFF.1514.1: no touched! length 843
CUFF.1515.1: no touched! length 1441
CUFF.1516.1: no touched! length 1702
CUFF.1517.1: no touched! length 680
CUFF.1518.1: no touched! length 4114
CUFF.1519.1: no touched! length 2740
CUFF.1520.1: no touched! length 352
CUFF.1521.1: no touched! length 1804
CUFF.1522.1: no touched! length 1395
CUFF.1523.1: no touched! length 3756
CUFF.1524.1: no touched! length 1583
CUFF.1525.1: no touched! length 1555
CUFF.1526.1: no touched! length 2689
CUFF.1527.1: no touched! length 2359
CUFF.1528.1: no touched! length 2510
CUFF.1529.1: no touched! length 2893
CUFF.1530.1: no touched! length 1439
CUFF.1531.1: no touched! length 1366
CUFF.1532.1: no touched! length 7903
CUFF.1533.1: no touched! length 4539
CUFF.1534.1: no touched! length 508
