0:972:[41384342,41385313]
570:63:[37652582,37652644]
571:130:[37653780,37653909]
572:138:[37660311,37660448]
573:57:[37661053,37661109]
574:163:[37661342,37661504]
575:131:[37664401,37664531]
576:956:[37665617,37666572]
577:1156:[37832919,37834074]
578:139:[37882660,37882798]
579:37:[37914862,37914898]
577:1156:[37832919,37834074]
578:139:[37882660,37882798]
580:160:[37948708,37948867]
581:3531:[38123188,38126718]
582:215:[38128842,38129056]
583:116:[38132027,38132142]
584:162:[38137312,38137473]
585:69:[38139518,38139586]
586:273:[38269159,38269431]
587:184:[38302550,38302733]
588:945:[38308748,38309692]
589:164:[38311131,38311294]
590:147:[38318308,38318454]
591:136:[38334335,38334470]
592:80:[38362457,38362536]
593:95:[38445570,38445664]
594:156:[38459546,38459701]
595:44:[38460132,38460175]
596:152:[38460495,38460646]
597:89:[38461098,38461186]
598:55:[38462532,38462586]
599:122:[38463592,38463713]
600:87:[38466304,38466390]
601:96:[38467649,38467744]
602:64:[38468880,38468943]
603:56:[38480691,38480746]
604:164:[38494116,38494279]
605:47:[38495282,38495328]
606:125:[38496918,38497042]
607:65:[38498379,38498443]
608:62:[38501302,38501363]
609:86:[38504981,38505066]
610:136:[38507679,38507814]
611:82:[38510933,38511014]
612:114:[38512860,38512973]
613:122:[38516824,38516945]
614:124:[38519780,38519903]
615:103:[38520845,38520947]
616:94:[38522377,38522470]
617:66:[38523119,38523184]
618:138:[38524192,38524329]
619:328:[38525250,38525577]
620:253:[38528956,38529208]
621:48:[38532000,38532047]
622:58:[38533103,38533160]
623:75:[38534291,38534365]
624:166:[38536352,38536517]
625:1067:[38537851,38538917]
626:67:[38539856,38539922]
627:151:[38544896,38545046]
628:141:[38555075,38555215]
629:70:[38558006,38558075]
630:98:[38559349,38559446]
631:102:[38560795,38560896]
632:92:[38563634,38563725]
633:103:[38564412,38564514]
634:363:[38567975,38568337]
635:128:[38569870,38569997]
636:145:[38570182,38570326]
637:94:[38572532,38572625]
638:1669:[38573740,38575408]
639:1386:[38455246,38456631]
594:156:[38459546,38459701]
595:44:[38460132,38460175]
596:152:[38460495,38460646]
597:89:[38461098,38461186]
598:55:[38462532,38462586]
599:122:[38463592,38463713]
600:87:[38466304,38466390]
601:96:[38467649,38467744]
602:64:[38468880,38468943]
603:56:[38480691,38480746]
604:164:[38494116,38494279]
605:47:[38495282,38495328]
606:125:[38496918,38497042]
607:65:[38498379,38498443]
608:62:[38501302,38501363]
609:86:[38504981,38505066]
610:136:[38507679,38507814]
611:82:[38510933,38511014]
612:114:[38512860,38512973]
613:122:[38516824,38516945]
614:124:[38519780,38519903]
615:103:[38520845,38520947]
616:94:[38522377,38522470]
617:66:[38523119,38523184]
618:138:[38524192,38524329]
619:328:[38525250,38525577]
620:253:[38528956,38529208]
621:48:[38532000,38532047]
622:58:[38533103,38533160]
623:75:[38534291,38534365]
624:166:[38536352,38536517]
625:1067:[38537851,38538917]
626:67:[38539856,38539922]
627:151:[38544896,38545046]
628:141:[38555075,38555215]
629:70:[38558006,38558075]
630:98:[38559349,38559446]
631:102:[38560795,38560896]
632:92:[38563634,38563725]
633:103:[38564412,38564514]
634:363:[38567975,38568337]
635:128:[38569870,38569997]
636:145:[38570182,38570326]
637:94:[38572532,38572625]
638:1669:[38573740,38575408]
640:1002:[38996785,38997786]
641:922:[39086513,39087434]
642:53:[39212959,39213011]
643:511:[39288186,39288696]
644:764:[39426312,39427075]
645:103:[39492400,39492502]
646:234:[39493221,39493454]
647:91:[40759691,40759781]
648:167:[40762623,40762789]
649:69:[40763694,40763762]
650:116:[40765091,40765206]
651:1025:[40768791,40769815]
652:1941:[40557403,40559343]
653:919:[40568423,40569341]
654:901:[40570688,40571588]
655:169:[40572144,40572312]
656:222:[40574250,40574471]
657:168:[40578033,40578200]
658:154:[40581920,40582073]
659:145:[40582711,40582855]
660:43:[40584591,40584633]
661:74:[40585406,40585479]
662:127:[40587162,40587288]
663:122:[40590077,40590198]
664:157:[40590430,40590586]
665:63:[40596333,40596395]
666:113:[40597011,40597123]
667:84:[40600425,40600508]
668:126:[40601237,40601362]
669:109:[40604102,40604210]
670:127:[40604298,40604424]
671:191:[40608520,40608710]
672:96:[40610404,40610499]
673:133:[40619626,40619758]
674:95:[40622721,40622815]
675:185:[40627570,40627754]
676:187:[40630412,40630598]
677:227:[40636385,40636611]
678:130:[40636816,40636945]
679:136:[40641824,40641959]
680:152:[40642208,40642359]
681:100:[40646299,40646398]
682:42:[40648098,40648139]
683:102:[40649176,40649277]
684:72:[40650668,40650739]
685:102:[40652073,40652174]
686:223:[40665736,40665958]
687:162:[40667668,40667829]
688:100:[40668190,40668289]
689:152:[40670357,40670508]
690:61:[40684766,40684826]
691:31:[40684997,40685027]
692:60:[40685166,40685225]
693:189:[40685368,40685556]
694:7195:[40562147,40569341]
654:901:[40570688,40571588]
655:169:[40572144,40572312]
656:222:[40574250,40574471]
657:168:[40578033,40578200]
658:154:[40581920,40582073]
659:145:[40582711,40582855]
660:43:[40584591,40584633]
661:74:[40585406,40585479]
662:127:[40587162,40587288]
663:122:[40590077,40590198]
664:157:[40590430,40590586]
665:63:[40596333,40596395]
666:113:[40597011,40597123]
667:84:[40600425,40600508]
668:126:[40601237,40601362]
669:109:[40604102,40604210]
670:127:[40604298,40604424]
671:191:[40608520,40608710]
672:96:[40610404,40610499]
673:133:[40619626,40619758]
674:95:[40622721,40622815]
675:185:[40627570,40627754]
676:187:[40630412,40630598]
677:227:[40636385,40636611]
678:130:[40636816,40636945]
679:136:[40641824,40641959]
680:152:[40642208,40642359]
681:100:[40646299,40646398]
682:42:[40648098,40648139]
683:102:[40649176,40649277]
684:72:[40650668,40650739]
685:102:[40652073,40652174]
686:223:[40665736,40665958]
687:162:[40667668,40667829]
688:100:[40668190,40668289]
689:152:[40670357,40670508]
690:61:[40684766,40684826]
691:31:[40684997,40685027]
692:60:[40685166,40685225]
693:189:[40685368,40685556]
695:201:[40752212,40752412]
648:167:[40762623,40762789]
649:69:[40763694,40763762]
650:116:[40765091,40765206]
651:1025:[40768791,40769815]
696:121:[41117333,41117453]
697:84:[41118142,41118225]
698:319:[41137461,41137779]
699:301:[41142842,41143142]
700:217:[41151016,41151232]
701:23:[41160093,41160115]
702:93:[41163934,41164026]
703:81:[41165460,41165540]
704:836:[41173188,41174023]
705:91:[41239346,41239436]
706:53:[41270400,41270452]
707:415:[41300908,41301322]
708:1604:[42836477,42838080]
709:154:[42839660,42839813]
710:144:[42840322,42840465]
711:97:[42842574,42842670]
712:177:[42843732,42843908]
713:173:[42845251,42845423]
714:45:[42848503,42848547]
715:112:[42851098,42851209]
716:128:[42852402,42852529]
717:121:[42860320,42860440]
718:88:[42861433,42861520]
719:224:[42866282,42866505]
720:72:[42870045,42870116]
721:117:[42879876,42879992]
722:776:[42539727,42540502]
723:90:[42598192,42598281]
724:218:[42609439,42609656]
725:130:[42613745,42613874]
726:136:[42615302,42615437]
727:103:[42617888,42617990]
728:151:[42622678,42622828]
729:170:[42629084,42629253]
730:1228:[42647297,42648524]
722:776:[42539727,42540502]
723:90:[42598192,42598281]
724:218:[42609439,42609656]
725:130:[42613745,42613874]
726:136:[42615302,42615437]
727:103:[42617888,42617990]
729:170:[42629084,42629253]
730:1228:[42647297,42648524]
722:776:[42539727,42540502]
723:90:[42598192,42598281]
724:218:[42609439,42609656]
725:130:[42613745,42613874]
726:136:[42615302,42615437]
727:103:[42617888,42617990]
728:151:[42622678,42622828]
730:1228:[42647297,42648524]
731:166:[42688660,42688825]
732:145:[42694849,42694993]
733:125:[42710304,42710428]
734:60:[42716402,42716461]
735:52:[42717612,42717663]
736:89:[42718939,42719027]
737:134:[42720518,42720651]
738:621:[42729034,42729654]
731:166:[42688660,42688825]
733:125:[42710304,42710428]
734:60:[42716402,42716461]
735:52:[42717612,42717663]
736:89:[42718939,42719027]
737:134:[42720518,42720651]
738:621:[42729034,42729654]
708:1604:[42836477,42838080]
709:154:[42839660,42839813]
710:144:[42840322,42840465]
711:97:[42842574,42842670]
712:177:[42843732,42843908]
713:173:[42845251,42845423]
714:45:[42848503,42848547]
715:112:[42851098,42851209]
716:128:[42852402,42852529]
717:121:[42860320,42860440]
718:88:[42861433,42861520]
719:224:[42866282,42866505]
720:72:[42870045,42870116]
739:79:[42880007,42880085]
740:77:[43491425,43491501]
741:244:[43496113,43496356]
742:163:[43504193,43504355]
743:123:[43505400,43505522]
744:188:[43508403,43508590]
745:142:[43510407,43510548]
746:256:[43519035,43519290]
747:114:[43522275,43522388]
748:221:[43523977,43524197]
749:139:[43529671,43529809]
750:243:[43530989,43531231]
751:206:[43531615,43531820]
752:259:[43533682,43533940]
753:114:[43535982,43536095]
754:215:[43539220,43539434]
755:139:[43541196,43541334]
756:321:[43542940,43543260]
757:147:[43546454,43546600]
758:238:[43547115,43547352]
759:161:[43547781,43547941]
760:86:[43549822,43549907]
761:204:[43557548,43557751]
762:901:[43562205,43563105]
763:3499:[43218384,43221882]
764:211:[43222871,43223081]
765:82:[43224693,43224774]
766:177:[43230509,43230685]
767:85:[43231108,43231192]
768:133:[43236060,43236192]
769:121:[43239937,43240057]
770:81:[43240450,43240530]
771:165:[43241422,43241586]
772:136:[43242258,43242393]
773:133:[43243673,43243805]
774:96:[43246315,43246410]
775:169:[43248521,43248689]
776:89:[43255545,43255633]
777:96:[43256221,43256316]
778:183:[43256576,43256758]
779:131:[43258042,43258172]
780:232:[43259731,43259962]
781:103:[43267198,43267300]
782:254:[43274674,43274927]
783:155:[43277284,43277438]
784:95:[43279700,43279794]
785:47:[43280435,43280481]
786:205:[43299378,43299582]
787:559:[43221324,43221882]
764:211:[43222871,43223081]
765:82:[43224693,43224774]
766:177:[43230509,43230685]
767:85:[43231108,43231192]
768:133:[43236060,43236192]
769:121:[43239937,43240057]
770:81:[43240450,43240530]
771:165:[43241422,43241586]
772:136:[43242258,43242393]
773:133:[43243673,43243805]
774:96:[43246315,43246410]
775:169:[43248521,43248689]
776:89:[43255545,43255633]
777:96:[43256221,43256316]
778:183:[43256576,43256758]
779:131:[43258042,43258172]
780:232:[43259731,43259962]
781:103:[43267198,43267300]
782:254:[43274674,43274927]
783:155:[43277284,43277438]
788:199:[43279139,43279337]
784:95:[43279700,43279794]
785:47:[43280435,43280481]
789:190:[43281671,43281860]
790:84:[43282033,43282116]
791:79:[43287408,43287486]
792:129:[43291602,43291730]
793:167:[43298803,43298969]
794:146:[43299104,43299249]
795:214:[43299378,43299591]
796:257:[43483067,43483323]
741:244:[43496113,43496356]
742:163:[43504193,43504355]
743:123:[43505400,43505522]
744:188:[43508403,43508590]
745:142:[43510407,43510548]
746:256:[43519035,43519290]
747:114:[43522275,43522388]
748:221:[43523977,43524197]
749:139:[43529671,43529809]
797:259:[43530989,43531247]
798:190:[43531631,43531820]
752:259:[43533682,43533940]
753:114:[43535982,43536095]
754:215:[43539220,43539434]
755:139:[43541196,43541334]
756:321:[43542940,43543260]
757:147:[43546454,43546600]
758:238:[43547115,43547352]
759:161:[43547781,43547941]
760:86:[43549822,43549907]
761:204:[43557548,43557751]
762:901:[43562205,43563105]
796:257:[43483067,43483323]
741:244:[43496113,43496356]
742:163:[43504193,43504355]
743:123:[43505400,43505522]
744:188:[43508403,43508590]
745:142:[43510407,43510548]
746:256:[43519035,43519290]
747:114:[43522275,43522388]
748:221:[43523977,43524197]
749:139:[43529671,43529809]
799:832:[43530989,43531820]
752:259:[43533682,43533940]
753:114:[43535982,43536095]
754:215:[43539220,43539434]
755:139:[43541196,43541334]
756:321:[43542940,43543260]
757:147:[43546454,43546600]
758:238:[43547115,43547352]
759:161:[43547781,43547941]
760:86:[43549822,43549907]
761:204:[43557548,43557751]
762:901:[43562205,43563105]
740:77:[43491425,43491501]
741:244:[43496113,43496356]
742:163:[43504193,43504355]
743:123:[43505400,43505522]
744:188:[43508403,43508590]
745:142:[43510407,43510548]
746:256:[43519035,43519290]
747:114:[43522275,43522388]
748:221:[43523977,43524197]
749:139:[43529671,43529809]
799:832:[43530989,43531820]
752:259:[43533682,43533940]
753:114:[43535982,43536095]
754:215:[43539220,43539434]
755:139:[43541196,43541334]
756:321:[43542940,43543260]
757:147:[43546454,43546600]
758:238:[43547115,43547352]
759:161:[43547781,43547941]
760:86:[43549822,43549907]
761:204:[43557548,43557751]
762:901:[43562205,43563105]
800:162:[43619798,43619959]
801:148:[43621686,43621833]
802:245:[43645780,43646024]
803:119:[43691179,43691297]
804:134:[43693412,43693545]
805:52:[43697004,43697055]
806:147:[43702383,43702529]
807:125:[43704669,43704793]
808:116:[43705989,43706104]
809:150:[43707998,43708147]
810:103:[43708320,43708422]
811:170:[43710159,43710328]
812:102:[43711201,43711302]
813:160:[43711607,43711766]
814:120:[43714651,43714770]
815:1082:[43716273,43717354]
816:39:[43619921,43619959]
801:148:[43621686,43621833]
817:42:[43627055,43627096]
802:245:[43645780,43646024]
803:119:[43691179,43691297]
804:134:[43693412,43693545]
805:52:[43697004,43697055]
806:147:[43702383,43702529]
807:125:[43704669,43704793]
808:116:[43705989,43706104]
809:150:[43707998,43708147]
810:103:[43708320,43708422]
811:170:[43710159,43710328]
812:102:[43711201,43711302]
813:160:[43711607,43711766]
814:120:[43714651,43714770]
815:1082:[43716273,43717354]
818:113:[43636186,43636298]
802:245:[43645780,43646024]
803:119:[43691179,43691297]
804:134:[43693412,43693545]
805:52:[43697004,43697055]
806:147:[43702383,43702529]
807:125:[43704669,43704793]
808:116:[43705989,43706104]
809:150:[43707998,43708147]
810:103:[43708320,43708422]
811:170:[43710159,43710328]
812:102:[43711201,43711302]
813:160:[43711607,43711766]
814:120:[43714651,43714770]
815:1082:[43716273,43717354]
819:149:[43639266,43639414]
802:245:[43645780,43646024]
803:119:[43691179,43691297]
804:134:[43693412,43693545]
805:52:[43697004,43697055]
806:147:[43702383,43702529]
807:125:[43704669,43704793]
808:116:[43705989,43706104]
820:186:[43707998,43708183]
810:103:[43708320,43708422]
811:170:[43710159,43710328]
812:102:[43711201,43711302]
813:160:[43711607,43711766]
814:120:[43714651,43714770]
815:1082:[43716273,43717354]
819:149:[43639266,43639414]
802:245:[43645780,43646024]
803:119:[43691179,43691297]
804:134:[43693412,43693545]
805:52:[43697004,43697055]
806:147:[43702383,43702529]
807:125:[43704669,43704793]
808:116:[43705989,43706104]
809:150:[43707998,43708147]
810:103:[43708320,43708422]
811:170:[43710159,43710328]
812:102:[43711201,43711302]
813:160:[43711607,43711766]
814:120:[43714651,43714770]
815:1082:[43716273,43717354]
821:150:[43640007,43640156]
802:245:[43645780,43646024]
803:119:[43691179,43691297]
804:134:[43693412,43693545]
805:52:[43697004,43697055]
806:147:[43702383,43702529]
807:125:[43704669,43704793]
808:116:[43705989,43706104]
809:150:[43707998,43708147]
810:103:[43708320,43708422]
811:170:[43710159,43710328]
812:102:[43711201,43711302]
813:160:[43711607,43711766]
814:120:[43714651,43714770]
815:1082:[43716273,43717354]
822:385:[43892596,43892980]
823:151:[43896007,43896157]
824:155:[43897400,43897554]
825:73:[43902746,43902818]
826:137:[43905778,43905914]
827:92:[43906480,43906571]
828:107:[43912867,43912973]
829:115:[43913075,43913189]
830:160:[43916242,43916401]
831:133:[44073861,44073993]
832:72:[44106301,44106372]
833:79:[44108026,44108104]
834:45:[44119077,44119121]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
834:45:[44119077,44119121]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
834:45:[44119077,44119121]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
832:72:[44106301,44106372]
833:79:[44108026,44108104]
850:77:[44117524,44117600]
834:45:[44119077,44119121]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
833:79:[44108026,44108104]
834:45:[44119077,44119121]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
851:181:[44151879,44152059]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
832:72:[44106301,44106372]
834:45:[44119077,44119121]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
834:45:[44119077,44119121]
836:72:[44153465,44153536]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
833:79:[44108026,44108104]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
833:79:[44108026,44108104]
834:45:[44119077,44119121]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
832:72:[44106301,44106372]
834:45:[44119077,44119121]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
836:72:[44153465,44153536]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
834:45:[44119077,44119121]
851:181:[44151879,44152059]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
833:79:[44108026,44108104]
834:45:[44119077,44119121]
851:181:[44151879,44152059]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
832:72:[44106301,44106372]
834:45:[44119077,44119121]
851:181:[44151879,44152059]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
834:45:[44119077,44119121]
852:80:[44144665,44144744]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
833:79:[44108026,44108104]
834:45:[44119077,44119121]
851:181:[44151879,44152059]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
831:133:[44073861,44073993]
832:72:[44106301,44106372]
833:79:[44108026,44108104]
834:45:[44119077,44119121]
851:181:[44151879,44152059]
835:56:[44152179,44152234]
836:72:[44153465,44153536]
837:86:[44163885,44163970]
838:83:[44171225,44171307]
839:76:[44174099,44174174]
840:88:[44179108,44179195]
841:106:[44180437,44180542]
842:84:[44180934,44181017]
843:158:[44182192,44182349]
844:115:[44185490,44185604]
845:106:[44188297,44188402]
846:130:[44189136,44189265]
847:97:[44190812,44190908]
848:83:[44192548,44192630]
849:230:[44195389,44195618]
853:133:[44394642,44394774]
854:108:[44424435,44424542]
855:129:[44427600,44427728]
856:173:[44430162,44430334]
857:172:[44433177,44433348]
858:101:[44437017,44437117]
859:99:[44438242,44438340]
860:130:[44441412,44441541]
861:78:[44444980,44445057]
862:174:[44448811,44448984]
863:3690:[44449999,44453688]
864:772:[44949071,44949842]
865:105:[45012105,45012209]
866:119:[45033710,45033828]
867:134:[45050202,45050335]
868:151:[45053152,45053302]
869:105:[45064169,45064273]
870:152:[45076467,45076618]
871:261:[45077941,45078201]
872:109:[45079266,45079374]
873:150:[45719924,45720073]
874:182:[45724157,45724338]
875:162:[45725139,45725300]
876:137:[45725682,45725818]
877:75:[45726563,45726637]
878:79:[45730888,45730966]
879:191:[45731987,45732177]
880:167:[45732860,45733026]
881:46:[45733520,45733565]
882:110:[45733795,45733904]
883:97:[45736126,45736222]
884:94:[45736314,45736407]
885:127:[45738352,45738478]
886:66:[45739233,45739298]
887:65:[45739966,45740030]
888:148:[45741611,45741758]
889:72:[45742015,45742086]
890:89:[45742844,45742932]
891:154:[45743648,45743801]
892:166:[45744373,45744538]
893:63:[45744738,45744800]
894:113:[45745035,45745147]
895:101:[45745843,45745943]
896:107:[45746041,45746147]
897:665:[45746597,45747261]
898:227:[45209417,45209643]
899:84:[45211230,45211313]
900:59:[45212552,45212610]
901:87:[45213199,45213285]
902:63:[45215069,45215131]
903:131:[45217302,45217432]
904:66:[45217511,45217576]
905:195:[45217787,45217981]
906:81:[45219450,45219530]
907:99:[45220397,45220495]
908:21:[45220742,45220762]
909:115:[45222154,45222268]
910:592:[45223392,45223983]
911:112:[45285115,45285226]
912:64:[45323837,45323900]
913:227:[45379514,45379740]
914:171:[45387826,45387996]
915:163:[45388998,45389160]
916:155:[45390533,45390687]
917:104:[45391268,45391371]
918:77:[45397926,45398002]
919:200:[45400869,45401068]
920:5292:[45402184,45407475]
921:55:[45345278,45345332]
913:227:[45379514,45379740]
914:171:[45387826,45387996]
915:163:[45388998,45389160]
916:155:[45390533,45390687]
917:104:[45391268,45391371]
918:77:[45397926,45398002]
919:200:[45400869,45401068]
920:5292:[45402184,45407475]
922:237:[45432205,45432441]
923:83:[45451971,45452053]
924:137:[45457672,45457808]
925:198:[45472160,45472357]
926:197:[45475578,45475774]
927:113:[45478983,45479095]
928:249:[45483418,45483666]
929:148:[45494204,45494351]
930:116:[45494919,45495034]
931:78:[45496432,45496509]
932:93:[45497573,45497665]
933:142:[45499444,45499585]
934:114:[45499895,45500008]
935:516:[45502668,45503183]
936:143:[45504002,45504144]
937:160:[45506682,45506841]
938:231:[45507579,45507809]
939:102:[45509713,45509814]
940:128:[45511803,45511930]
941:172:[45513943,45514114]
942:179:[45518237,45518415]
943:196:[45522658,45522853]
944:3260:[45523173,45526432]
945:145:[45719929,45720073]
877:75:[45726563,45726637]
878:79:[45730888,45730966]
879:191:[45731987,45732177]
880:167:[45732860,45733026]
881:46:[45733520,45733565]
