0:355:[11873,12227]
4321:1023:[27661869,27662891]
4316:248:[27648635,27648882]
4317:86:[27657210,27657295]
4323:154:[27657475,27657628]
4318:33:[27658560,27658592]
4319:98:[27660448,27660545]
4320:132:[27660641,27660772]
4322:89:[27661157,27661245]
4321:1023:[27661869,27662891]
4324:2653:[27650364,27653016]
4325:160:[27668482,27668641]
4326:230:[27671787,27672016]
4327:150:[27673911,27674060]
4328:74:[27674298,27674371]
4329:47:[27674457,27674503]
4330:38:[27675606,27675643]
4331:102:[27675888,27675989]
4332:115:[27676142,27676256]
4333:162:[27676462,27676623]
4334:98:[27676879,27676976]
4335:160:[27677284,27677443]
4336:80:[27677748,27677827]
4337:101:[27677946,27678046]
4338:207:[27679773,27679979]
4339:221:[27680203,27680423]
4325:160:[27668482,27668641]
4326:230:[27671787,27672016]
4327:150:[27673911,27674060]
4328:74:[27674298,27674371]
4329:47:[27674457,27674503]
4340:74:[27675570,27675643]
4331:102:[27675888,27675989]
4332:115:[27676142,27676256]
4333:162:[27676462,27676623]
4334:98:[27676879,27676976]
4335:160:[27677284,27677443]
4336:80:[27677748,27677827]
4337:101:[27677946,27678046]
4338:207:[27679773,27679979]
4339:221:[27680203,27680423]
4341:292:[27681669,27681960]
4342:78:[27682159,27682236]
4343:75:[27682516,27682590]
4344:114:[27682878,27682991]
4345:161:[27683080,27683240]
4346:107:[27683499,27683605]
4347:178:[27683890,27684067]
4348:167:[27684201,27684367]
4349:140:[27684671,27684810]
4350:194:[27684909,27685102]
4351:159:[27685199,27685357]
4352:107:[27685907,27686013]
4353:138:[27686348,27686485]
4354:129:[27686731,27686859]
4355:135:[27687195,27687329]
4356:89:[27687411,27687499]
4357:97:[27687647,27687743]
4358:51:[27687836,27687886]
4359:109:[27688010,27688118]
4360:164:[27688195,27688358]
4361:161:[27688581,27688741]
4362:114:[27689131,27689244]
4363:172:[27689341,27689512]
4364:108:[27689932,27690039]
4365:170:[27690407,27690576]
4366:192:[27690694,27690885]
4367:25:[27691151,27691175]
4368:141:[27691263,27691403]
4369:590:[27692748,27693337]
4370:369:[27695600,27695968]
4371:136:[27697086,27697221]
4372:131:[27697333,27697463]
4373:129:[27699626,27699754]
4374:46:[27700455,27700500]
4375:97:[27700846,27700942]
4376:98:[27701218,27701315]
4370:369:[27695600,27695968]
4371:136:[27697086,27697221]
4372:131:[27697333,27697463]
4373:129:[27699626,27699754]
4377:34:[27699978,27700011]
4374:46:[27700455,27700500]
4375:97:[27700846,27700942]
4376:98:[27701218,27701315]
4378:1091:[27705595,27706685]
4379:46:[27708269,27708314]
4380:73:[27708817,27708889]
4381:169:[27708989,27709157]
4382:165:[27709641,27709805]
4383:91:[27719151,27719241]
4384:2021:[27720297,27722317]
4385:4108:[27730733,27734840]
4386:516:[27736185,27736700]
4387:157:[27739065,27739221]
4388:132:[27741326,27741457]
4389:119:[27742478,27742596]
4390:155:[27744769,27744923]
4391:136:[27745454,27745589]
4392:174:[27755270,27755443]
4393:183:[27816496,27816678]
4385:4108:[27730733,27734840]
4387:157:[27739065,27739221]
4388:132:[27741326,27741457]
4389:119:[27742478,27742596]
4390:155:[27744769,27744923]
4391:136:[27745454,27745589]
4392:174:[27755270,27755443]
4393:183:[27816496,27816678]
4394:673:[27860755,27861427]
4395:4930:[27873771,27878700]
4396:39:[27879402,27879440]
4397:218:[27879584,27879801]
4398:227:[27884815,27885041]
4399:179:[27885216,27885394]
4400:237:[27929907,27930143]
4401:834:[27938800,27939633]
4402:133:[27939729,27939861]
4403:155:[27940940,27941094]
4404:78:[27941360,27941437]
4405:181:[27941944,27942124]
4406:157:[27942199,27942355]
4407:151:[27943367,27943517]
4408:105:[27943703,27943807]
4409:100:[27948069,27948168]
4410:104:[27949552,27949655]
4411:240:[27950201,27950440]
4412:64:[27951599,27951662]
4413:196:[27952556,27952751]
4401:834:[27938800,27939633]
4402:133:[27939729,27939861]
4403:155:[27940940,27941094]
4404:78:[27941360,27941437]
4405:181:[27941944,27942124]
4406:157:[27942199,27942355]
4407:151:[27943367,27943517]
4408:105:[27943703,27943807]
4409:100:[27948069,27948168]
4410:104:[27949552,27949655]
4411:240:[27950201,27950440]
4412:64:[27951599,27951662]
4414:153:[27961575,27961727]
4401:834:[27938800,27939633]
4402:133:[27939729,27939861]
4403:155:[27940940,27941094]
4404:78:[27941360,27941437]
4405:181:[27941944,27942124]
4406:157:[27942199,27942355]
4407:151:[27943367,27943517]
4408:105:[27943703,27943807]
4409:100:[27948069,27948168]
4410:104:[27949552,27949655]
4411:240:[27950201,27950440]
4412:64:[27951599,27951662]
4415:137:[27952970,27953106]
4416:416:[27992571,27992986]
4417:151:[27994736,27994886]
4418:79:[27994968,27995046]
4419:103:[27995755,27995857]
4420:92:[27998633,27998724]
4416:416:[27992571,27992986]
4417:151:[27994736,27994886]
4418:79:[27994968,27995046]
4421:115:[27995743,27995857]
4420:92:[27998633,27998724]
4416:416:[27992571,27992986]
4417:151:[27994736,27994886]
4418:79:[27994968,27995046]
4422:127:[27995731,27995857]
4420:92:[27998633,27998724]
4423:184:[28052489,28052672]
4424:66:[28053982,28054047]
4425:56:[28059113,28059168]
4426:159:[28071164,28071322]
4427:137:[28081705,28081841]
4428:103:[28086036,28086138]
4429:2419:[28087005,28089423]
4423:184:[28052489,28052672]
4424:66:[28053982,28054047]
4425:56:[28059113,28059168]
4430:154:[28060541,28060694]
4426:159:[28071164,28071322]
4427:137:[28081705,28081841]
4428:103:[28086036,28086138]
4429:2419:[28087005,28089423]
4423:184:[28052489,28052672]
4424:66:[28053982,28054047]
4431:103:[28056742,28056844]
4425:56:[28059113,28059168]
4430:154:[28060541,28060694]
4426:159:[28071164,28071322]
4427:137:[28081705,28081841]
4428:103:[28086036,28086138]
4429:2419:[28087005,28089423]
4423:184:[28052489,28052672]
4424:66:[28053982,28054047]
4431:103:[28056742,28056844]
4425:56:[28059113,28059168]
4430:154:[28060541,28060694]
4426:159:[28071164,28071322]
4432:88:[28075578,28075665]
4427:137:[28081705,28081841]
4428:103:[28086036,28086138]
4429:2419:[28087005,28089423]
4423:184:[28052489,28052672]
4424:66:[28053982,28054047]
4425:56:[28059113,28059168]
4430:154:[28060541,28060694]
4426:159:[28071164,28071322]
4432:88:[28075578,28075665]
4427:137:[28081705,28081841]
4428:103:[28086036,28086138]
4429:2419:[28087005,28089423]
4433:244:[28099693,28099936]
4434:71:[28116072,28116142]
4435:101:[28120043,28120143]
4436:139:[28128188,28128326]
4437:45:[28136756,28136800]
4438:107:[28138673,28138779]
4439:74:[28144361,28144434]
4440:84:[28146160,28146243]
4441:2223:[28148741,28150963]
4442:152:[28157251,28157402]
4443:62:[28159266,28159327]
4444:155:[28165209,28165363]
4445:222:[28167524,28167745]
4446:146:[28169696,28169841]
4447:66:[28173538,28173603]
4448:1581:[28176603,28178183]
4449:434:[28157324,28157757]
4443:62:[28159266,28159327]
4444:155:[28165209,28165363]
4445:222:[28167524,28167745]
4446:146:[28169696,28169841]
4447:66:[28173538,28173603]
4448:1581:[28176603,28178183]
4450:554:[28157324,28157877]
4443:62:[28159266,28159327]
4444:155:[28165209,28165363]
4446:146:[28169696,28169841]
4447:66:[28173538,28173603]
4448:1581:[28176603,28178183]
4451:167:[28160911,28161077]
4452:123:[28199054,28199176]
4453:142:[28203098,28203239]
4454:158:[28211805,28211962]
4455:817:[28212377,28213193]
4452:123:[28199054,28199176]
4453:142:[28203098,28203239]
4456:412:[28206154,28206565]
4454:158:[28211805,28211962]
4455:817:[28212377,28213193]
4452:123:[28199054,28199176]
4453:142:[28203098,28203239]
4456:412:[28206154,28206565]
4457:1074:[28208481,28209554]
4454:158:[28211805,28211962]
4455:817:[28212377,28213193]
4458:711:[28218048,28218758]
4459:96:[28220522,28220617]
4460:109:[28220800,28220908]
4461:118:[28223515,28223632]
4462:76:[28224143,28224218]
4463:115:[28233438,28233552]
4464:103:[28233691,28233793]
4465:108:[28240573,28240680]
4466:293:[28240944,28241236]
4467:253:[28261503,28261755]
4468:215:[28271742,28271956]
4469:99:[28275575,28275673]
4470:145:[28279725,28279869]
4471:174:[28280864,28281037]
4472:182:[28282194,28282375]
4473:135:[28282459,28282593]
4474:678:[28284986,28285663]
4467:253:[28261503,28261755]
4468:215:[28271742,28271956]
4469:99:[28275575,28275673]
4470:145:[28279725,28279869]
4471:174:[28280864,28281037]
4472:182:[28282194,28282375]
4475:533:[28282459,28282991]
4476:371:[28286503,28286873]
4477:198:[28290007,28290204]
4478:1592:[28293013,28294604]
4479:4204:[28296854,28301057]
4480:102:[28304884,28304985]
4481:123:[28315045,28315167]
4482:116:[28316207,28316322]
4483:162:[28319910,28320071]
4484:60:[28323830,28323889]
4485:91:[28326470,28326560]
4486:85:[28330846,28330930]
4487:141:[28337457,28337597]
4488:185:[28339621,28339805]
4489:87:[28343664,28343750]
4490:139:[28354299,28354437]
4491:138:[28362054,28362191]
4492:68:[28365349,28365416]
4493:81:[28369081,28369161]
4494:45:[28374893,28374937]
4495:102:[28384504,28384605]
4496:115:[28415034,28415148]
4497:1625:[28421445,28423069]
4498:3895:[28473676,28477570]
4499:72:[28498967,28499038]
4500:354:[28503102,28503455]
4498:3895:[28473676,28477570]
4501:216:[28520232,28520447]
4498:3895:[28473676,28477570]
4502:83:[28503102,28503184]
4501:216:[28520232,28520447]
4498:3895:[28473676,28477570]
4500:354:[28503102,28503455]
4503:1093:[28526789,28527881]
4504:77:[28530257,28530333]
4505:93:[28531768,28531860]
4506:73:[28534852,28534924]
4507:96:[28536482,28536577]
4508:68:[28537081,28537148]
4509:58:[28541450,28541507]
4510:103:[28555432,28555534]
4511:112:[28559431,28559542]
4512:181:[28562601,28562781]
4513:93:[28562871,28562963]
4514:270:[28564347,28564616]
4512:181:[28562601,28562781]
4515:1746:[28562871,28564616]
4512:181:[28562601,28562781]
4513:93:[28562871,28562963]
4516:346:[28564271,28564616]
4517:487:[28585962,28586448]
4518:67:[28595693,28595759]
4519:199:[28598184,28598382]
4520:184:[28598794,28598977]
4521:214:[28599091,28599304]
4522:152:[28599868,28600019]
4523:120:[28600550,28600669]
4524:192:[28601335,28601526]
4525:146:[28605607,28605752]
4526:1777:[28607226,28609002]
4527:180:[28655512,28655691]
4528:140:[28657107,28657246]
4529:1552:[28660927,28662478]
4530:124:[28655512,28655635]
4528:140:[28657107,28657246]
4529:1552:[28660927,28662478]
4531:245:[28696092,28696336]
4532:55:[28733920,28733974]
4533:175:[28785595,28785769]
4534:82:[28786722,28786803]
4535:166:[28792195,28792360]
4536:388:[28792892,28793279]
4537:599:[28800065,28800663]
4538:186:[28802618,28802803]
4539:155:[28806962,28807116]
4540:57:[28815681,28815737]
4541:63:[28817462,28817524]
4542:139:[28818161,28818299]
4543:78:[28819526,28819603]
4544:3837:[28823045,28826881]
4545:282:[28764660,28764941]
4533:175:[28785595,28785769]
4534:82:[28786722,28786803]
4535:166:[28792195,28792360]
4536:388:[28792892,28793279]
4537:599:[28800065,28800663]
4538:186:[28802618,28802803]
4539:155:[28806962,28807116]
4540:57:[28815681,28815737]
4541:63:[28817462,28817524]
4542:139:[28818161,28818299]
4543:78:[28819526,28819603]
4544:3837:[28823045,28826881]
4546:143:[28832454,28832596]
4547:109:[28832731,28832839]
4548:34:[28834639,28834672]
4549:2064:[28835341,28837404]
4546:143:[28832454,28832596]
4548:34:[28834639,28834672]
4550:77:[28835341,28835417]
4551:144:[28843236,28843379]
4552:83:[28856369,28856451]
4553:189:[28858314,28858502]
4554:181:[28858682,28858862]
4555:98:[28861561,28861658]
4556:124:[28861769,28861892]
4557:157:[28862382,28862538]
4558:121:[28862773,28862893]
4559:154:[28863258,28863411]
4560:1366:[28864343,28865708]
4546:143:[28832454,28832596]
4548:34:[28834639,28834672]
4549:2064:[28835341,28837404]
4546:143:[28832454,28832596]
4548:34:[28834639,28834672]
4550:77:[28835341,28835417]
4552:83:[28856369,28856451]
4553:189:[28858314,28858502]
4554:181:[28858682,28858862]
4555:98:[28861561,28861658]
4556:124:[28861769,28861892]
4557:157:[28862382,28862538]
4558:121:[28862773,28862893]
4559:154:[28863258,28863411]
4560:1366:[28864343,28865708]
4546:143:[28832454,28832596]
4548:34:[28834639,28834672]
4561:73:[28835341,28835413]
4551:144:[28843236,28843379]
4552:83:[28856369,28856451]
4553:189:[28858314,28858502]
4554:181:[28858682,28858862]
4555:98:[28861561,28861658]
4556:124:[28861769,28861892]
4557:157:[28862382,28862538]
4558:121:[28862773,28862893]
4559:154:[28863258,28863411]
4560:1366:[28864343,28865708]
4562:77:[28844744,28844820]
4552:83:[28856369,28856451]
4553:189:[28858314,28858502]
4554:181:[28858682,28858862]
4555:98:[28861561,28861658]
4556:124:[28861769,28861892]
4557:157:[28862382,28862538]
4558:121:[28862773,28862893]
4559:154:[28863258,28863411]
4560:1366:[28864343,28865708]
4562:77:[28844744,28844820]
4552:83:[28856369,28856451]
4563:94:[28857034,28857127]
4553:189:[28858314,28858502]
4554:181:[28858682,28858862]
4555:98:[28861561,28861658]
4556:124:[28861769,28861892]
4557:157:[28862382,28862538]
4558:121:[28862773,28862893]
4559:154:[28863258,28863411]
4560:1366:[28864343,28865708]
4562:77:[28844744,28844820]
4552:83:[28856369,28856451]
4564:52:[28857034,28857085]
4553:189:[28858314,28858502]
4554:181:[28858682,28858862]
4555:98:[28861561,28861658]
4556:124:[28861769,28861892]
4557:157:[28862382,28862538]
4558:121:[28862773,28862893]
4559:154:[28863258,28863411]
4560:1366:[28864343,28865708]
4565:122:[28879528,28879649]
4566:99:[28880151,28880249]
4567:101:[28887144,28887244]
4568:54:[28887857,28887910]
4569:133:[28891214,28891346]
4570:121:[28893805,28893925]
4571:164:[28897687,28897850]
4572:35:[28898378,28898412]
4573:1047:[28904011,28905057]
4565:122:[28879528,28879649]
4566:99:[28880151,28880249]
4567:101:[28887144,28887244]
4574:149:[28887624,28887772]
4568:54:[28887857,28887910]
4569:133:[28891214,28891346]
4570:121:[28893805,28893925]
4571:164:[28897687,28897850]
4572:35:[28898378,28898412]
4573:1047:[28904011,28905057]
4575:144:[28905049,28905192]
4576:56:[28906044,28906099]
4577:71:[28906423,28906493]
4578:88:[28907071,28907158]
4579:120:[28907622,28907741]
4580:266:[28908101,28908366]
4581:81:[28905254,28905334]
4582:131:[28906275,28906405]
4583:133:[28906892,28907024]
4584:135:[28907431,28907565]
4585:201:[28918711,28918911]
4586:884:[28920205,28921088]
4587:251:[28919006,28919256]
4586:884:[28920205,28921088]
4588:479:[28929608,28930086]
4589:90:[28931883,28931972]
4590:116:[28939758,28939873]
4591:79:[28944464,28944542]
4592:253:[28948425,28948677]
4593:102:[28969503,28969604]
4588:479:[28929608,28930086]
4589:90:[28931883,28931972]
4590:116:[28939758,28939873]
4591:79:[28944464,28944542]
4592:253:[28948425,28948677]
4594:439:[28969166,28969604]
4595:136:[28975111,28975246]
4596:113:[28995239,28995351]
4597:156:[29010097,29010252]
4598:84:[29016615,29016698]
4599:126:[29018096,29018221]
4600:105:[29019453,29019557]
4601:159:[29023438,29023596]
4602:133:[29028949,29029081]
4603:139:[29030703,29030841]
4604:124:[29037031,29037154]
4605:1532:[29040584,29042115]
4596:113:[28995239,28995351]
4606:159:[29010094,29010252]
4607:114:[29016585,29016698]
4599:126:[29018096,29018221]
4600:105:[29019453,29019557]
4601:159:[29023438,29023596]
4602:133:[29028949,29029081]
4603:139:[29030703,29030841]
4604:124:[29037031,29037154]
4605:1532:[29040584,29042115]
4608:190:[29063132,29063321]
4609:102:[29063558,29063659]
4610:26:[29064169,29064194]
4611:81:[29064770,29064850]
4612:1585:[29068914,29070498]
4613:848:[29095440,29096287]
4614:525:[29063135,29063659]
4610:26:[29064169,29064194]
4611:81:[29064770,29064850]
4612:1585:[29068914,29070498]
4613:848:[29095440,29096287]
4615:209:[29063451,29063659]
4611:81:[29064770,29064850]
4612:1585:[29068914,29070498]
4613:848:[29095440,29096287]
4616:470:[29138653,29139122]
4617:351:[29185465,29185815]
4618:956:[29189253,29190208]
4619:121:[29213602,29213722]
4620:476:[29313942,29314417]
4621:214:[29319841,29320054]
4622:44:[29338376,29338419]
4623:77:[29342203,29342279]
4624:220:[29344735,29344954]
4625:89:[29356911,29356999]
4626:154:[29359604,29359757]
4627:99:[29362337,29362435]
4628:174:[29365765,29365938]
4629:210:[29379615,29379824]
4630:178:[29391493,29391670]
4631:130:[29424318,29424447]
4632:103:[29435847,29435949]
4633:82:[29438879,29438960]
4634:106:[29442210,29442315]
4635:3229:[29443330,29446558]
4619:121:[29213602,29213722]
4636:459:[29313959,29314417]
4621:214:[29319841,29320054]
4637:106:[29323726,29323831]
4622:44:[29338376,29338419]
4623:77:[29342203,29342279]
4624:220:[29344735,29344954]
4625:89:[29356911,29356999]
4626:154:[29359604,29359757]
4627:99:[29362337,29362435]
4628:174:[29365765,29365938]
4629:210:[29379615,29379824]
4630:178:[29391493,29391670]
4631:130:[29424318,29424447]
4632:103:[29435847,29435949]
4633:82:[29438879,29438960]
4634:106:[29442210,29442315]
4635:3229:[29443330,29446558]
4619:121:[29213602,29213722]
4620:476:[29313942,29314417]
4621:214:[29319841,29320054]
4637:106:[29323726,29323831]
4622:44:[29338376,29338419]
4623:77:[29342203,29342279]
4624:220:[29344735,29344954]
4625:89:[29356911,29356999]
4626:154:[29359604,29359757]
4627:99:[29362337,29362435]
4628:174:[29365765,29365938]
4629:210:[29379615,29379824]
4638:58:[29385100,29385157]
4639:43:[29385322,29385364]
4640:64:[29386933,29386996]
4630:178:[29391493,29391670]
4631:130:[29424318,29424447]
4632:103:[29435847,29435949]
4633:82:[29438879,29438960]
4634:106:[29442210,29442315]
4635:3229:[29443330,29446558]
4619:121:[29213602,29213722]
4620:476:[29313942,29314417]
4641:81:[29315867,29315947]
4621:214:[29319841,29320054]
4637:106:[29323726,29323831]
4622:44:[29338376,29338419]
4623:77:[29342203,29342279]
4624:220:[29344735,29344954]
4625:89:[29356911,29356999]
4626:154:[29359604,29359757]
4627:99:[29362337,29362435]
4628:174:[29365765,29365938]
4629:210:[29379615,29379824]
4638:58:[29385100,29385157]
4640:64:[29386933,29386996]
4630:178:[29391493,29391670]
4631:130:[29424318,29424447]
4632:103:[29435847,29435949]
4633:82:[29438879,29438960]
4634:106:[29442210,29442315]
4635:3229:[29443330,29446558]
4619:121:[29213602,29213722]
4636:459:[29313959,29314417]
4641:81:[29315867,29315947]
4621:214:[29319841,29320054]
4637:106:[29323726,29323831]
4622:44:[29338376,29338419]
4623:77:[29342203,29342279]
4624:220:[29344735,29344954]
4625:89:[29356911,29356999]
4626:154:[29359604,29359757]
4627:99:[29362337,29362435]
4628:174:[29365765,29365938]
4629:210:[29379615,29379824]
4640:64:[29386933,29386996]
4630:178:[29391493,29391670]
4631:130:[29424318,29424447]
4633:82:[29438879,29438960]
4634:106:[29442210,29442315]
4635:3229:[29443330,29446558]
4642:194:[29241087,29241280]
4620:476:[29313942,29314417]
4621:214:[29319841,29320054]
4637:106:[29323726,29323831]
4622:44:[29338376,29338419]
4623:77:[29342203,29342279]
4624:220:[29344735,29344954]
4625:89:[29356911,29356999]
4626:154:[29359604,29359757]
4627:99:[29362337,29362435]
4628:174:[29365765,29365938]
4629:210:[29379615,29379824]
4638:58:[29385100,29385157]
4640:64:[29386933,29386996]
4643:241:[29391493,29391733]
4644:2425:[29445936,29448360]
4645:139:[29448875,29449013]
4644:2425:[29445936,29448360]
4646:55:[29450367,29450421]
4647:1490:[29474249,29475738]
4648:91:[29476614,29476704]
4649:216:[29481207,29481422]
4650:114:[29485885,29485998]
4651:144:[29486886,29487029]
4652:481:[29508157,29508637]
4653:1308:[29519384,29520691]
4654:74:[29522452,29522525]
4655:62:[29522709,29522770]
4656:75:[29527027,29527101]
4657:104:[29528454,29528557]
4658:104:[29529642,29529745]
4659:145:[29533273,29533417]
4660:133:[29542516,29542648]
4661:226:[29543099,29543324]
4662:213:[29557242,29557454]
4653:1308:[29519384,29520691]
4654:74:[29522452,29522525]
4655:62:[29522709,29522770]
4656:75:[29527027,29527101]
4657:104:[29528454,29528557]
4658:104:[29529642,29529745]
4659:145:[29533273,29533417]
4660:133:[29542516,29542648]
4663:99:[29543099,29543197]
4662:213:[29557242,29557454]
4664:203:[29563027,29563229]
4665:133:[29581786,29581918]
4666:273:[29585016,29585288]
4667:83:[29585772,29585854]
4668:117:[29585960,29586076]
4669:176:[29586381,29586556]
4670:295:[29587121,29587415]
4671:310:[29601959,29602268]
4672:111:[29605523,29605633]
4673:203:[29605967,29606169]
4674:104:[29606550,29606653]
4675:275:[29609187,29609461]
4676:38:[29610451,29610488]
4677:140:[29611242,29611381]
4678:159:[29618380,29618538]
4679:192:[29630366,29630557]
4680:77:[29631285,29631361]
4681:78:[29631863,29631940]
4682:38:[29637255,29637292]
4683:99:[29637967,29638065]
4684:118:[29638154,29638271]
4685:156:[29639063,29639218]
4686:137:[29641883,29642019]
4687:151:[29642513,29642663]
4688:175:[29644259,29644433]
4689:142:[29647196,29647337]
4690:127:[29649882,29650008]
4691:159:[29650142,29650300]
4692:137:[29651702,29651838]
4693:1216:[29652110,29653325]
4664:203:[29563027,29563229]
4665:133:[29581786,29581918]
4666:273:[29585016,29585288]
4667:83:[29585772,29585854]
4668:117:[29585960,29586076]
4669:176:[29586381,29586556]
4670:295:[29587121,29587415]
4671:310:[29601959,29602268]
4672:111:[29605523,29605633]
4673:203:[29605967,29606169]
4674:104:[29606550,29606653]
4675:275:[29609187,29609461]
4676:38:[29610451,29610488]
4677:140:[29611242,29611381]
4694:31:[29616194,29616224]
4678:159:[29618380,29618538]
4679:192:[29630366,29630557]
4680:77:[29631285,29631361]
4681:78:[29631863,29631940]
4682:38:[29637255,29637292]
4683:99:[29637967,29638065]
4684:118:[29638154,29638271]
4685:156:[29639063,29639218]
4686:137:[29641883,29642019]
4687:151:[29642513,29642663]
4688:175:[29644259,29644433]
4689:142:[29647196,29647337]
4690:127:[29649882,29650008]
4691:159:[29650142,29650300]
4692:137:[29651702,29651838]
4693:1216:[29652110,29653325]
4664:203:[29563027,29563229]
4665:133:[29581786,29581918]
4666:273:[29585016,29585288]
4667:83:[29585772,29585854]
4668:117:[29585960,29586076]
4669:176:[29586381,29586556]
4670:295:[29587121,29587415]
4671:310:[29601959,29602268]
4672:111:[29605523,29605633]
4673:203:[29605967,29606169]
4674:104:[29606550,29606653]
4675:275:[29609187,29609461]
4676:38:[29610451,29610488]
4677:140:[29611242,29611381]
4678:159:[29618380,29618538]
4679:192:[29630366,29630557]
4680:77:[29631285,29631361]
4681:78:[29631863,29631940]
4695:19:[29633640,29633658]
4682:38:[29637255,29637292]
4683:99:[29637967,29638065]
4684:118:[29638154,29638271]
4685:156:[29639063,29639218]
4686:137:[29641883,29642019]
4687:151:[29642513,29642663]
4688:175:[29644259,29644433]
4689:142:[29647196,29647337]
4690:127:[29649882,29650008]
4696:153:[29650148,29650300]
4692:137:[29651702,29651838]
4693:1216:[29652110,29653325]
4664:203:[29563027,29563229]
4665:133:[29581786,29581918]
4666:273:[29585016,29585288]
4667:83:[29585772,29585854]
4668:117:[29585960,29586076]
4669:176:[29586381,29586556]
4670:295:[29587121,29587415]
4671:310:[29601959,29602268]
4672:111:[29605523,29605633]
4673:203:[29605967,29606169]
4674:104:[29606550,29606653]
4675:275:[29609187,29609461]
4676:38:[29610451,29610488]
4677:140:[29611242,29611381]
4678:159:[29618380,29618538]
4679:192:[29630366,29630557]
4680:77:[29631285,29631361]
4681:78:[29631863,29631940]
4682:38:[29637255,29637292]
4697:90:[29637967,29638056]
4684:118:[29638154,29638271]
4685:156:[29639063,29639218]
4686:137:[29641883,29642019]
4687:151:[29642513,29642663]
4688:175:[29644259,29644433]
4689:142:[29647196,29647337]
4690:127:[29649882,29650008]
4691:159:[29650142,29650300]
4692:137:[29651702,29651838]
4693:1216:[29652110,29653325]
4698:2356:[31184123,31186478]
4699:82:[31187093,31187174]
4700:154:[31188003,31188156]
4701:418:[31188755,31189172]
4702:127:[31189636,31189762]
4703:224:[31191581,31191804]
4704:348:[31194251,31194598]
4705:129:[31196304,31196432]
4706:795:[31191618,31192412]
4707:436:[31194134,31194569]
4708:318:[31198581,31198898]
4709:505:[31199089,31199593]
4710:1451:[31205314,31206764]
4711:94:[31208019,31208112]
4712:97:[31210450,31210546]
4713:124:[31211786,31211909]
4714:130:[31212655,31212784]
4715:78:[31214486,31214563]
4716:95:[31215302,31215396]
4717:179:[31230505,31230683]
4718:78:[31212002,31212079]
4719:3913:[31342312,31346224]
4720:293:[31347143,31347435]
4721:615:[31349398,31350012]
4722:119:[31351469,31351587]
4723:186:[31381295,31381480]
4724:1838:[31404352,31406189]
4725:194:[31409489,31409682]
4726:123:[31413997,31414119]
4727:127:[31414844,31414970]
4728:139:[31418192,31418330]
4729:130:[31422979,31423108]
4730:131:[31425080,31425210]
4731:269:[31426560,31426828]
4732:238:[31437520,31437757]
4733:298:[31438828,31439125]
4734:145:[31440013,31440157]
4735:140:[31441200,31441339]
4736:153:[31447497,31447649]
4737:103:[31452908,31453010]
4738:95:[31454158,31454252]
4739:272:[31465236,31465507]
4740:168:[31467900,31468067]
4741:180:[31478699,31478878]
4742:110:[31479840,31479949]
4743:70:[31501642,31501711]
4744:375:[31532050,31532424]
4745:103:[31538462,31538564]
4724:1838:[31404352,31406189]
4725:194:[31409489,31409682]
4726:123:[31413997,31414119]
4727:127:[31414844,31414970]
4728:139:[31418192,31418330]
4746:136:[31422973,31423108]
4730:131:[31425080,31425210]
4731:269:[31426560,31426828]
4732:238:[31437520,31437757]
4733:298:[31438828,31439125]
4734:145:[31440013,31440157]
4735:140:[31441200,31441339]
4736:153:[31447497,31447649]
4737:103:[31452908,31453010]
4738:95:[31454158,31454252]
4739:272:[31465236,31465507]
4740:168:[31467900,31468067]
4741:180:[31478699,31478878]
4742:110:[31479840,31479949]
4743:70:[31501642,31501711]
4744:375:[31532050,31532424]
4745:103:[31538462,31538564]
4747:89:[31408535,31408623]
4747:89:[31408535,31408623]
4748:89:[31421964,31422052]
4748:89:[31421964,31422052]
4749:76:[31441009,31441084]
4750:571:[31460911,31461481]
4751:1969:[31652591,31654559]
4752:83:[31654706,31654788]
4753:62:[31655376,31655437]
4754:199:[31656663,31656861]
4755:82:[31658093,31658174]
4756:139:[31660896,31661034]
4757:395:[31712340,31712734]
4758:555:[31732414,31732968]
4759:105:[31734375,31734479]
4760:63:[31740717,31740779]
4761:84:[31742004,31742087]
4762:122:[31744225,31744346]
4763:124:[31754220,31754343]
4764:167:[31762100,31762266]
4765:95:[31764759,31764853]
4766:131:[31766065,31766195]
4767:188:[31769457,31769644]
4768:82:[31769841,31769922]
4769:122:[31782890,31783011]
4770:59:[31791955,31792013]
4771:102:[31810021,31810122]
4772:93:[31811803,31811895]
4773:102:[31819486,31819587]
4774:147:[31821675,31821821]
4775:903:[31836878,31837780]
4776:688:[31838099,31838786]
4777:103:[31840239,31840341]
4778:174:[31842231,31842404]
4779:136:[31845788,31845923]
4780:289:[31882411,31882699]
4781:52:[31883231,31883282]
4782:163:[31896539,31896701]
4783:192:[31897529,31897720]
4784:81:[31898176,31898256]
4785:139:[31898622,31898760]
4786:171:[31899500,31899670]
4787:92:[31901824,31901915]
4788:143:[31902243,31902385]
4789:220:[31905813,31906032]
4790:618:[31906910,31907527]
4791:263:[31883020,31883282]
4782:163:[31896539,31896701]
4783:192:[31897529,31897720]
4784:81:[31898176,31898256]
4785:139:[31898622,31898760]
4786:171:[31899500,31899670]
4787:92:[31901824,31901915]
4788:143:[31902243,31902385]
4789:220:[31905813,31906032]
4790:618:[31906910,31907527]
4792:190:[31885962,31886151]
4782:163:[31896539,31896701]
4783:192:[31897529,31897720]
4784:81:[31898176,31898256]
4785:139:[31898622,31898760]
